exercise_slug,language_code,name
Smith_Machine_Incline_Bench_Press,vi,Đẩy ngực trên máy Smith
Smith_Machine_Leg_Press,en,Smith Machine Leg Press
Smith_Machine_Leg_Press,vi,Đẩy chân trên máy Smith
Smith_Machine_One-Arm_Upright_Row,en,Smith Machine One-Arm Upright Row
Smith_Machine_One-Arm_Upright_Row,vi,Kéo vai bằng máy Smith 1 tay
Smith_Machine_Overhead_Shoulder_Press,en,Smith Machine Overhead Shoulder Press
Smith_Machine_Overhead_Shoulder_Press,vi,Đẩy vai trên máy Smith
Smith_Machine_Pistol_Squat,en,Smith Machine Pistol Squat
Smith_Machine_Pistol_Squat,vi,Squat 1 Chân Máy Smith
Smith_Machine_Reverse_Calf_Raises,en,Smith Machine Reverse Calf Raises
Smith_Machine_Reverse_Calf_Raises,vi,Gập cổ chân trên máy Smith
Smith_Machine_Squat,en,Smith Machine Squat
Smith_Machine_Squat,vi,Squat máy Smith
Smith_Machine_Stiff-Legged_Deadlift,en,Smith Machine Stiff-Legged Deadlift
Smith_Machine_Stiff-Legged_Deadlift,vi,Deadlift Chân Cứng Máy Smith
Smith_Machine_Upright_Row,en,Smith Machine Upright Row
Smith_Machine_Upright_Row,vi,Kéo tạ thẳng máy Smith
Smith_Single-Leg_Split_Squat,en,Smith Single-Leg Split Squat
Smith_Single-Leg_Split_Squat,vi,Squat một chân trên máy Smith
Snatch,en,Snatch
Snatch,vi,Giật
Snatch_Balance,en,Snatch Balance
Snatch_Balance,vi,Thăng bằng giật
Snatch_Deadlift,en,Snatch Deadlift
Snatch_Deadlift,vi,Kéo gối giật tạ
Snatch_Pull,en,Snatch Pull
Snatch_Pull,vi,Kéo giật
Snatch_Shrug,en,Snatch Shrug
Snatch_Shrug,vi,Nhún vai Snatch
Snatch_from_Blocks,en,Snatch from Blocks
Snatch_from_Blocks,vi,Giật tạ từ bục
Speed_Band_Overhead_Triceps,en,Speed Band Overhead Triceps
Speed_Band_Overhead_Triceps,vi,Đẩy tạ qua đầu với dây kháng lực (tay sau)
Speed_Box_Squat,en,Speed Box Squat
Speed_Box_Squat,vi,Squat hộp tốc độ
Speed_Squats,en,Speed Squats
Speed_Squats,vi,Squat Tốc độ
Spell_Caster,en,Spell Caster
Spell_Caster,vi,Xoay thân người chéo
Spider_Crawl,en,Spider Crawl
Spider_Crawl,vi,Bò nhện
Spider_Curl,en,Spider Curl
Spider_Curl,vi,Cuốn tay trước dốc ghế
Spinal_Stretch,en,Spinal Stretch
Spinal_Stretch,vi,Kéo giãn cột sống
Split_Clean,en,Split Clean
Split_Clean,vi,Tách giật
Split_Jerk,en,Split Jerk
Split_Jerk,vi,Giật tách
Split_Jump,en,Split Jump
Split_Jump,vi,Nhảy tách chân
Split_Snatch,en,Split Snatch
Split_Snatch,vi,Giật tạ kiểu cắt chân
Split_Squat_with_Dumbbells,en,Split Squat with Dumbbells
Split_Squat_with_Dumbbells,vi,Squat một chân tạ đơn
Split_Squats,en,Split Squats
Split_Squats,vi,Squat một chân sau nâng cao
Squat_Jerk,en,Squat Jerk
Squat_Jerk,vi,Cử giật gánh tạ
Squat_with_Bands,en,Squat with Bands
Squat_with_Bands,vi,Squat dây đàn hồi
Squat_with_Chains,en,Squat with Chains
Squat_with_Chains,vi,Squat với dây xích
Squat_with_Plate_Movers,en,Squat with Plate Movers
Squat_with_Plate_Movers,vi,Squat với đĩa di chuyển
Squats_-_With_Bands,en,Squats - With Bands
Squats_-_With_Bands,vi,Squat với dây kháng lực
Stairmaster,en,Stairmaster
Stairmaster,vi,Máy leo cầu thang
Standing_Alternating_Dumbbell_Press,en,Standing Alternating Dumbbell Press
Standing_Alternating_Dumbbell_Press,vi,Đẩy tạ đôi xen kẽ đứng
Standing_Barbell_Calf_Raise,en,Standing Barbell Calf Raise
Standing_Barbell_Calf_Raise,vi,Đứng nhón gót tạ đòn
Standing_Barbell_Press_Behind_Neck,en,Standing Barbell Press Behind Neck
Standing_Barbell_Press_Behind_Neck,vi,Đẩy tạ đòn qua đầu sau gáy đứng
Standing_Bent-Over_One-Arm_Dumbbell_Triceps_Extension,en,Standing Bent-Over One-Arm Dumbbell Triceps Extension
Standing_Bent-Over_One-Arm_Dumbbell_Triceps_Extension,vi,Đá tay sau đơn tạ đơn cúi người đứng
Standing_Bent-Over_Two-Arm_Dumbbell_Triceps_Extension,en,Standing Bent-Over Two-Arm Dumbbell Triceps Extension
Standing_Bent-Over_Two-Arm_Dumbbell_Triceps_Extension,vi,Đẩy tạ tay qua đầu gập người
Standing_Biceps_Cable_Curl,en,Standing Biceps Cable Curl
Standing_Biceps_Cable_Curl,vi,Cuốn bắp tay trước cáp đứng
Standing_Biceps_Stretch,en,Standing Biceps Stretch
Standing_Biceps_Stretch,vi,Kéo giãn bắp tay đứng
Standing_Bradford_Press,en,Standing Bradford Press
Standing_Bradford_Press,vi,Đẩy vai Bradford đứng
Standing_Cable_Chest_Press,en,Standing Cable Chest Press
Standing_Cable_Chest_Press,vi,Đẩy ngực cáp đứng
Standing_Cable_Lift,en,Standing Cable Lift
Standing_Cable_Lift,vi,Kéo cáp đứng chéo
Standing_Cable_Wood_Chop,en,Standing Cable Wood Chop
Standing_Cable_Wood_Chop,vi,Xoay thân cáp đứng
Standing_Calf_Raises,en,Standing Calf Raises
Standing_Calf_Raises,vi,Nhón gót đứng
Standing_Concentration_Curl,en,Standing Concentration Curl
Standing_Concentration_Curl,vi,Cuốn tay trước đứng tập trung
Standing_Dumbbell_Calf_Raise,en,Standing Dumbbell Calf Raise
Standing_Dumbbell_Calf_Raise,vi,Nhón gót đứng với tạ đôi
Standing_Dumbbell_Press,en,Standing Dumbbell Press
Standing_Dumbbell_Press,vi,Đẩy tạ đơn đứng
Standing_Dumbbell_Reverse_Curl,en,Standing Dumbbell Reverse Curl
Standing_Dumbbell_Reverse_Curl,vi,Cuốn ngược tay trước đứng tạ đơn
Standing_Dumbbell_Straight-Arm_Front_Delt_Raise_Above_Head,en,Standing Dumbbell Straight-Arm Front Delt Raise Above Head
Standing_Dumbbell_Straight-Arm_Front_Delt_Raise_Above_Head,vi,Nâng tạ đơn vai trước thẳng tay qua đầu
Standing_Dumbbell_Triceps_Extension,en,Standing Dumbbell Triceps Extension
Standing_Dumbbell_Triceps_Extension,vi,Đẩy tạ đơn qua đầu đứng
Standing_Dumbbell_Upright_Row,en,Standing Dumbbell Upright Row
Standing_Dumbbell_Upright_Row,vi,Kéo tạ đơn lên vai đứng
Standing_Elevated_Quad_Stretch,en,Standing Elevated Quad Stretch
Standing_Elevated_Quad_Stretch,vi,Kéo giãn cơ đùi đứng nâng cao
Standing_Front_Barbell_Raise_Over_Head,en,Standing Front Barbell Raise Over Head
Standing_Front_Barbell_Raise_Over_Head,vi,Nâng tạ đòn qua đầu đứng thẳng
Standing_Gastrocnemius_Calf_Stretch,en,Standing Gastrocnemius Calf Stretch
Standing_Gastrocnemius_Calf_Stretch,vi,Căng bắp chân đứng
Standing_Hamstring_and_Calf_Stretch,en,Standing Hamstring and Calf Stretch
Standing_Hamstring_and_Calf_Stretch,vi,Căng cơ gân kheo và bắp chân đứng
Standing_Hip_Circles,en,Standing Hip Circles
Standing_Hip_Circles,vi,Xoay khớp hông đứng
Standing_Hip_Flexors,en,Standing Hip Flexors
Standing_Hip_Flexors,vi,Nâng gối đứng
Standing_Inner-Biceps_Curl,en,Standing Inner-Biceps Curl
Standing_Inner-Biceps_Curl,vi,Cuốn tay trước đứng (tập bắp tay trong)
Standing_Lateral_Stretch,en,Standing Lateral Stretch
Standing_Lateral_Stretch,vi,Kéo giãn lườn đứng
Standing_Leg_Curl,en,Standing Leg Curl
Standing_Leg_Curl,vi,Cuốn đùi sau đứng
Standing_Long_Jump,en,Standing Long Jump
Standing_Long_Jump,vi,Nhảy Xa Đứng
Standing_Low-Pulley_Deltoid_Raise,en,Standing Low-Pulley Deltoid Raise
Standing_Low-Pulley_Deltoid_Raise,vi,Kéo cáp ngang vai đứng
Standing_Low-Pulley_One-Arm_Triceps_Extension,en,Standing Low-Pulley One-Arm Triceps Extension
Standing_Low-Pulley_One-Arm_Triceps_Extension,vi,Đẩy Tay Sau Cáp Dưới 1 Tay Đứng
Standing_Military_Press,en,Standing Military Press
Standing_Military_Press,vi,Đẩy vai đứng
Standing_Olympic_Plate_Hand_Squeeze,en,Standing Olympic Plate Hand Squeeze
Standing_Olympic_Plate_Hand_Squeeze,vi,Kẹp tạ đứng tập cổ tay
Standing_One-Arm_Cable_Curl,en,Standing One-Arm Cable Curl
Standing_One-Arm_Cable_Curl,vi,Cuốn tay trước cáp đứng 1 bên
Standing_One-Arm_Dumbbell_Curl_Over_Incline_Bench,en,Standing One-Arm Dumbbell Curl Over Incline Bench
Standing_One-Arm_Dumbbell_Curl_Over_Incline_Bench,vi,Cuốn tay đơn với tạ đơn trên ghế dốc
Standing_One-Arm_Dumbbell_Triceps_Extension,en,Standing One-Arm Dumbbell Triceps Extension
Standing_One-Arm_Dumbbell_Triceps_Extension,vi,Đẩy tạ tay sau đầu đứng 1 bên
Standing_Overhead_Barbell_Triceps_Extension,en,Standing Overhead Barbell Triceps Extension
Standing_Overhead_Barbell_Triceps_Extension,vi,Đẩy tạ tay sau đứng qua đầu
Standing_Palm-In_One-Arm_Dumbbell_Press,en,Standing Palm-In One-Arm Dumbbell Press
Standing_Palm-In_One-Arm_Dumbbell_Press,vi,Đẩy tạ đơn đứng tay úp
Standing_Palms-In_Dumbbell_Press,en,Standing Palms-In Dumbbell Press
Standing_Palms-In_Dumbbell_Press,vi,Đẩy vai đứng trung tính
Standing_Palms-Up_Barbell_Behind_The_Back_Wrist_Curl,en,Standing Palms-Up Barbell Behind The Back Wrist Curl
Standing_Palms-Up_Barbell_Behind_The_Back_Wrist_Curl,vi,Cuộn cổ tay tạ đòn sau lưng ngửa tay
Standing_Pelvic_Tilt,en,Standing Pelvic Tilt
Standing_Pelvic_Tilt,vi,Nghiêng khung chậu đứng
Standing_Rope_Crunch,en,Standing Rope Crunch
Standing_Rope_Crunch,vi,Gập bụng đứng kéo cáp
Standing_Soleus_And_Achilles_Stretch,en,Standing Soleus And Achilles Stretch
Standing_Soleus_And_Achilles_Stretch,vi,Kéo giãn cơ Soleus và gân Achilles đứng
Standing_Toe_Touches,en,Standing Toe Touches
Standing_Toe_Touches,vi,Chạm mũi chân đứng
Standing_Towel_Triceps_Extension,en,Standing Towel Triceps Extension
Standing_Towel_Triceps_Extension,vi,Duỗi tay sau đứng với khăn
Standing_Two-Arm_Overhead_Throw,en,Standing Two-Arm Overhead Throw
Standing_Two-Arm_Overhead_Throw,vi,Ném bóng đứng hai tay qua đầu
Star_Jump,en,Star Jump
Star_Jump,vi,Nhảy Ngôi Sao
Step-up_with_Knee_Raise,en,Step-up with Knee Raise
Step-up_with_Knee_Raise,vi,Bước lên nâng gối
Step_Mill,en,Step Mill
Step_Mill,vi,Máy leo cầu thang
Stiff-Legged_Barbell_Deadlift,en,Stiff-Legged Barbell Deadlift
Stiff-Legged_Barbell_Deadlift,vi,Deadlift chân thẳng với tạ đòn
Stiff-Legged_Dumbbell_Deadlift,en,Stiff-Legged Dumbbell Deadlift
Stiff-Legged_Dumbbell_Deadlift,vi,Deadlift Chân Thẳng Tạ Đơn
Stiff_Leg_Barbell_Good_Morning,en,Stiff Leg Barbell Good Morning
Stiff_Leg_Barbell_Good_Morning,vi,Gập người chào với tạ đòn chân thẳng
Stomach_Vacuum,en,Stomach Vacuum
Stomach_Vacuum,vi,Hút bụng
Straight-Arm_Dumbbell_Pullover,en,Straight-Arm Dumbbell Pullover
Straight-Arm_Dumbbell_Pullover,vi,Kéo tạ nằm
Straight-Arm_Pulldown,en,Straight-Arm Pulldown
Straight-Arm_Pulldown,vi,Kéo cáp tay thẳng
Straight_Bar_Bench_Mid_Rows,en,Straight Bar Bench Mid Rows
Straight_Bar_Bench_Mid_Rows,vi,Kéo tạ thanh trên ghế ngang
Straight_Raises_on_Incline_Bench,en,Straight Raises on Incline Bench
Straight_Raises_on_Incline_Bench,vi,Nâng tay thẳng trên ghế dốc
Stride_Jump_Crossover,en,Stride Jump Crossover
Stride_Jump_Crossover,vi,Nhảy bước chéo
Sumo_Deadlift,en,Sumo Deadlift
Sumo_Deadlift,vi,Deadlift kiểu Sumo
Sumo_Deadlift_with_Bands,en,Sumo Deadlift with Bands
Sumo_Deadlift_with_Bands,vi,Deadlift Sumo với dây kháng lực
Sumo_Deadlift_with_Chains,en,Sumo Deadlift with Chains
Sumo_Deadlift_with_Chains,vi,Deadlift Sumo với Dây xích
Superman,en,Superman
Superman,vi,Siêu nhân
Supine_Chest_Throw,en,Supine Chest Throw
Supine_Chest_Throw,vi,Ném bóng ngực nằm
Supine_One-Arm_Overhead_Throw,en,Supine One-Arm Overhead Throw
Supine_One-Arm_Overhead_Throw,vi,Nằm một tay ném bóng qua đầu
Supine_Two-Arm_Overhead_Throw,en,Supine Two-Arm Overhead Throw
Supine_Two-Arm_Overhead_Throw,vi,Ném bóng nằm ngửa hai tay qua đầu
Suspended_Fallout,en,Suspended Fallout
Suspended_Fallout,vi,Trượt dây
Suspended_Push-Up,en,Suspended Push-Up
Suspended_Push-Up,vi,Chống đẩy treo
Suspended_Reverse_Crunch,en,Suspended Reverse Crunch
Suspended_Reverse_Crunch,vi,Gập bụng ngược với dây treo
Suspended_Row,en,Suspended Row
Suspended_Row,vi,Kéo treo
Suspended_Split_Squat,en,Suspended Split Squat
Suspended_Split_Squat,vi,Squat một chân treo
Svend_Press,en,Svend Press
Svend_Press,vi,Đẩy ngực Svend
T-Bar_Row_with_Handle,en,T-Bar Row with Handle
T-Bar_Row_with_Handle,vi,Kéo lưng chữ T tay cầm
Tate_Press,en,Tate Press
Tate_Press,vi,Đẩy Tate
The_Straddle,en,The Straddle
The_Straddle,vi,Giạng chân
Thigh_Abductor,en,Thigh Abductor
Thigh_Abductor,vi,Tách đùi
Thigh_Adductor,en,Thigh Adductor
Thigh_Adductor,vi,Ép đùi trong
Tire_Flip,en,Tire Flip
Tire_Flip,vi,Lật lốp xe
Toe_Touchers,en,Toe Touchers
Toe_Touchers,vi,Chạm ngón chân
Torso_Rotation,en,Torso Rotation
Torso_Rotation,vi,Xoay thân
Trail_Running_Walking,en,Trail Running/Walking
Trail_Running_Walking,vi,Chạy/Đi bộ đường mòn
Trap_Bar_Deadlift,en,Trap Bar Deadlift
Trap_Bar_Deadlift,vi,Deadlift Tạ Lục Giác
Tricep_Dumbbell_Kickback,en,Tricep Dumbbell Kickback
Tricep_Dumbbell_Kickback,vi,Đá tạ đơn sau tay
Tricep_Side_Stretch,en,Tricep Side Stretch
Tricep_Side_Stretch,vi,Căng cơ tay sau sang bên
Triceps_Overhead_Extension_with_Rope,en,Triceps Overhead Extension with Rope
Triceps_Overhead_Extension_with_Rope,vi,Đẩy tạ qua đầu bằng dây thừng
Triceps_Pushdown,en,Triceps Pushdown
Triceps_Pushdown,vi,Đẩy Tay Sau
Triceps_Pushdown_-_Rope_Attachment,en,Triceps Pushdown - Rope Attachment
Triceps_Pushdown_-_Rope_Attachment,vi,Đẩy Tay Sau Với Dây Thừng
Triceps_Pushdown_-_V-Bar_Attachment,en,Triceps Pushdown - V-Bar Attachment
Triceps_Pushdown_-_V-Bar_Attachment,vi,Đẩy Tay Sau Với Thanh V
Triceps_Stretch,en,Triceps Stretch
Triceps_Stretch,vi,Kéo giãn cơ tam đầu
Tuck_Crunch,en,Tuck Crunch
Tuck_Crunch,vi,Gập bụng cuộn người
Two-Arm_Dumbbell_Preacher_Curl,en,Two-Arm Dumbbell Preacher Curl
Two-Arm_Dumbbell_Preacher_Curl,vi,Cuốn tạ đơn ghế dốc hai tay
Two-Arm_Kettlebell_Clean,en,Two-Arm Kettlebell Clean
Two-Arm_Kettlebell_Clean,vi,Đẩy tạ chuông hai tay (hoặc Giật tạ chuông hai tay)
Two-Arm_Kettlebell_Jerk,en,Two-Arm Kettlebell Jerk
Two-Arm_Kettlebell_Jerk,vi,Đẩy tạ chuông hai tay
Two-Arm_Kettlebell_Military_Press,en,Two-Arm Kettlebell Military Press
Two-Arm_Kettlebell_Military_Press,vi,Đẩy tạ chuông qua đầu 2 tay
Two-Arm_Kettlebell_Row,en,Two-Arm Kettlebell Row
Two-Arm_Kettlebell_Row,vi,Kéo tạ chuông hai tay
Underhand_Cable_Pulldowns,en,Underhand Cable Pulldowns
Underhand_Cable_Pulldowns,vi,Kéo xô tay ngược
Upper_Back-Leg_Grab,en,Upper Back-Leg Grab
Upper_Back-Leg_Grab,vi,Cúm chân sau lưng
Upper_Back_Stretch,en,Upper Back Stretch
Upper_Back_Stretch,vi,Căng cơ lưng trên
Upright_Barbell_Row,en,Upright Barbell Row
Upright_Barbell_Row,vi,Kéo tạ đòn lên cao
Upright_Cable_Row,en,Upright Cable Row
Upright_Cable_Row,vi,Kéo cáp đứng
Upright_Row_-_With_Bands,en,Upright Row - With Bands
Upright_Row_-_With_Bands,vi,Kéo tạ đứng với dây kháng lực
Upward_Stretch,en,Upward Stretch
Upward_Stretch,vi,Căng cơ hướng lên
V-Bar_Pulldown,en,V-Bar Pulldown
V-Bar_Pulldown,vi,Kéo xô tay chữ V
V-Bar_Pullup,en,V-Bar Pullup
V-Bar_Pullup,vi,Kéo xô tay nắm chữ V
Vertical_Swing,en,Vertical Swing
Vertical_Swing,vi,Đu người thẳng
Walking_Treadmill,en,"Walking, Treadmill"
Walking_Treadmill,vi,Đi bộ trên máy chạy bộ
Weighted_Ball_Hyperextension,en,Weighted Ball Hyperextension
Weighted_Ball_Hyperextension,vi,Đẩy hông bóng tạ
Weighted_Ball_Side_Bend,en,Weighted Ball Side Bend
Weighted_Ball_Side_Bend,vi,Gập lườn bóng tạ
Weighted_Bench_Dip,en,Weighted Bench Dip
Weighted_Bench_Dip,vi,Nhúng Ghế Tạ
Weighted_Crunches,en,Weighted Crunches
Weighted_Crunches,vi,Gập bụng có tạ
Weighted_Jump_Squat,en,Weighted Jump Squat
Weighted_Jump_Squat,vi,Squat Nhảy Tạ
Weighted_Pull_Ups,en,Weighted Pull Ups
Weighted_Pull_Ups,vi,Hít xà có tạ
Weighted_Sissy_Squat,en,Weighted Sissy Squat
Weighted_Sissy_Squat,vi,Sissy Squat có tạ
Weighted_Sit-Ups_-_With_Bands,en,Weighted Sit-Ups - With Bands
Weighted_Sit-Ups_-_With_Bands,vi,Gập bụng có tạ và dây kháng lực
Weighted_Squat,en,Weighted Squat
Weighted_Squat,vi,Squat gánh tạ
Wide-Grip_Barbell_Bench_Press,en,Wide-Grip Barbell Bench Press
Wide-Grip_Barbell_Bench_Press,vi,Đẩy ngực đòn rộng
Wide-Grip_Decline_Barbell_Bench_Press,en,Wide-Grip Decline Barbell Bench Press
Wide-Grip_Decline_Barbell_Bench_Press,vi,Đẩy ngực dưới tạ đòn rộng tay
Wide-Grip_Decline_Barbell_Pullover,en,Wide-Grip Decline Barbell Pullover
Wide-Grip_Decline_Barbell_Pullover,vi,Kéo tạ đòn dốc xuống tay rộng
Wide-Grip_Lat_Pulldown,en,Wide-Grip Lat Pulldown
Wide-Grip_Lat_Pulldown,vi,Kéo xô rộng
Wide-Grip_Pulldown_Behind_The_Neck,en,Wide-Grip Pulldown Behind The Neck
Wide-Grip_Pulldown_Behind_The_Neck,vi,Kéo xô sau cổ tay rộng
Wide-Grip_Rear_Pull-Up,en,Wide-Grip Rear Pull-Up
Wide-Grip_Rear_Pull-Up,vi,Kéo xô sau tay rộng
Wide-Grip_Standing_Barbell_Curl,en,Wide-Grip Standing Barbell Curl
Wide-Grip_Standing_Barbell_Curl,vi,Cuốn tạ đòn tay rộng
Wide_Stance_Barbell_Squat,en,Wide Stance Barbell Squat
Wide_Stance_Barbell_Squat,vi,Squat thanh tạ rộng chân
Wide_Stance_Stiff_Legs,en,Wide Stance Stiff Legs
Wide_Stance_Stiff_Legs,vi,Deadlift chân rộng
Wind_Sprints,en,Wind Sprints
Wind_Sprints,vi,Chạy nước rút
Windmills,en,Windmills
Windmills,vi,Động tác cối xay gió
Worlds_Greatest_Stretch,en,World's Greatest Stretch
Worlds_Greatest_Stretch,vi,Tư thế giãn cơ tối ưu
Wrist_Circles,en,Wrist Circles
Wrist_Circles,vi,Xoay cổ tay
Wrist_Roller,en,Wrist Roller
Wrist_Roller,vi,Cuộn cổ tay
Wrist_Rotations_with_Straight_Bar,en,Wrist Rotations with Straight Bar
Wrist_Rotations_with_Straight_Bar,vi,Xoay cổ tay tạ thanh
Yoke_Walk,en,Yoke Walk
Yoke_Walk,vi,Đeo khung đi bộ
Zercher_Squats,en,Zercher Squats
Zercher_Squats,vi,Squat Zercher
Zottman_Curl,en,Zottman Curl
Zottman_Curl,vi,Bài tập Zottman curl
Zottman_Preacher_Curl,en,Zottman Preacher Curl
Zottman_Preacher_Curl,vi,Cuộn tay trước Zottman trên ghế tay trước
